Product_Name,Category_Name,Forecast_Month,Forecast_Demand,Model
Automotive_Item_032,Automotive,2017-12-01,15.0,Prophet_Product
Automotive_Item_033,Automotive,2016-01-01,1502.0,Prophet_Product
Automotive_Item_033,Automotive,2016-02-01,624.0,Prophet_Product
Automotive_Item_033,Automotive,2016-03-01,0.0,Prophet_Product
Automotive_Item_033,Automotive,2016-04-01,4246.0,Prophet_Product
Automotive_Item_033,Automotive,2016-05-01,5339.0,Prophet_Product
Automotive_Item_033,Automotive,2016-06-01,0.0,Prophet_Product
Automotive_Item_033,Automotive,2016-07-01,0.0,Prophet_Product
Automotive_Item_033,Automotive,2016-08-01,2183.0,Prophet_Product
Automotive_Item_033,Automotive,2016-09-01,1497.0,Prophet_Product
Automotive_Item_033,Automotive,2016-10-01,2806.0,Prophet_Product
Automotive_Item_033,Automotive,2016-11-01,4078.0,Prophet_Product
Automotive_Item_033,Automotive,2016-12-01,189.0,Prophet_Product
Automotive_Item_034,Automotive,2017-01-01,198.0,Prophet_Product
Automotive_Item_034,Automotive,2017-02-01,28.0,Prophet_Product
Automotive_Item_034,Automotive,2017-03-01,52.0,Prophet_Product
Automotive_Item_034,Automotive,2017-04-01,0.0,Prophet_Product
Automotive_Item_034,Automotive,2017-05-01,1.0,Prophet_Product
Automotive_Item_034,Automotive,2017-06-01,0.0,Prophet_Product
Automotive_Item_034,Automotive,2017-07-01,72.0,Prophet_Product
Automotive_Item_034,Automotive,2017-08-01,15.0,Prophet_Product
